                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    317,               0.067902,               0.031365,               0.016493,                      0,                0.76642,                0.67857,                0.71228,                0.37126,                0.68008,                0.60714,                0.59862,                0.26556,               0.045198,               0.044337,              0.0085609,                      0,                0.00684,                0.00684,                0.00684
                    318,               0.074144,               0.025739,               0.012199,                      0,                0.76041,                0.64286,                0.69075,                 0.3326,                0.76041,                0.64286,                0.71252,                0.33074,                0.04811,               0.047202,              0.0088894,                      0,                0.00683,                0.00683,                0.00683
                    319,                0.06496,               0.025452,               0.011856,                      0,                0.75888,                0.64286,                0.69019,                0.37225,                0.71548,                0.60714,                0.63497,                0.29728,               0.046101,               0.048696,              0.0086838,                      0,                0.00682,                0.00682,                0.00682
                    320,               0.064341,                0.02197,               0.012131,                      0,                0.78988,                0.67153,                0.68566,                0.35713,                0.76705,                0.70586,                0.71653,                0.40046,               0.048741,               0.049259,              0.0090256,                      0,                0.00681,                0.00681,                0.00681
                    321,               0.061433,               0.028228,                0.01339,                      0,                 0.8629,                0.67452,                0.68804,                 0.2713,                 0.8629,                0.67452,                0.68804,                0.40437,               0.055176,               0.042687,              0.0086945,                      0,                 0.0068,                 0.0068,                 0.0068
                    322,               0.057856,               0.024243,               0.011645,                      0,                0.77118,                0.71429,                0.75506,                0.40249,                0.77118,                0.71429,                0.75506,                0.41474,               0.047756,               0.040695,              0.0083126,                      0,                0.00679,                0.00679,                0.00679
                    323,                 0.0602,               0.026419,               0.013755,                      0,                0.64641,                0.67857,                0.72432,                0.30967,                0.64641,                0.67857,                0.72432,                0.42088,               0.050112,               0.040595,              0.0091698,                      0,                0.00678,                0.00678,                0.00678
                    324,               0.067352,               0.025196,               0.010109,                      0,                 0.6838,                0.69542,                 0.7134,                0.40001,                 0.6858,                0.70188,                0.73704,                0.35757,               0.043513,               0.039903,              0.0099842,                      0,                0.00677,                0.00677,                0.00677
                    325,               0.058027,               0.027096,               0.010072,                      0,                0.69396,                0.67857,                0.63981,                0.37074,                0.69396,                0.67857,                0.63981,                0.37222,               0.044023,               0.039884,               0.010913,                      0,                0.00676,                0.00676,                0.00676
                    326,               0.063112,               0.031451,                0.01184,                      0,                0.59138,                0.67211,                 0.6252,                 0.3309,                0.56184,                0.64286,                0.55582,                0.24706,               0.047967,               0.041412,               0.011373,                      0,                0.00675,                0.00675,                0.00675
                    327,               0.065854,               0.027649,               0.010668,                      0,                0.67218,                0.39286,                0.53339,                0.27363,                0.67218,                0.39286,                0.53339,                0.27529,               0.050685,                 0.0426,                0.01129,                      0,                0.00674,                0.00674,                0.00674
                    328,               0.068384,               0.034088,               0.014652,                      0,                0.75515,                0.57143,                0.66092,                0.36428,                0.70302,                0.53571,                0.60316,                0.31694,                0.04703,               0.042302,              0.0098373,                      0,                0.00673,                0.00673,                0.00673
                    329,               0.060193,               0.029743,                0.01218,                      0,                0.86146,                0.53571,                 0.6466,                 0.3441,                0.86146,                0.53571,                 0.6466,                0.32846,                 0.0472,               0.042719,              0.0099442,                      0,                0.00672,                0.00672,                0.00672
                    330,                0.07105,               0.030988,                0.01358,                      0,                0.76494,                0.57143,                0.66559,                0.34572,                0.71713,                0.53571,                0.61475,                0.30445,               0.045673,               0.042385,               0.010158,                      0,                0.00671,                0.00671,                0.00671
                    331,               0.061794,               0.025226,               0.010576,                      0,                0.72997,                0.60714,                0.66684,                0.33085,                0.72997,                0.60714,                0.66684,                0.37087,               0.047725,               0.043865,               0.010564,                      0,                 0.0067,                 0.0067,                 0.0067
                    332,               0.070542,               0.027323,                0.01189,                      0,                0.78765,                0.53571,                 0.6299,                0.32783,                0.78765,                0.53571,                0.63536,                0.24916,               0.048861,               0.047731,               0.012927,                      0,                0.00669,                0.00669,                0.00669
                    333,               0.079047,               0.023442,               0.011107,                      0,                0.77037,                0.53571,                 0.5832,                0.31196,                0.71901,                    0.5,                0.53057,                0.24257,               0.051109,               0.058315,               0.014385,                      0,                0.00668,                0.00668,                0.00668
                    334,               0.066242,               0.025875,               0.011757,                      0,                0.48402,                0.64286,                0.52555,                0.29891,                0.45562,                0.60714,                0.47477,                0.20777,               0.052708,               0.061029,               0.015592,                      0,                0.00667,                0.00667,                0.00667
                    335,               0.071798,               0.032754,               0.013497,                      0,                0.66509,                0.57143,                0.60493,                0.32196,                0.61721,                0.53571,                   0.55,                0.32691,               0.050595,               0.054831,               0.011584,                      0,                0.00666,                0.00666,                0.00666
                    336,               0.073971,               0.027694,               0.012927,                      0,                0.74056,                0.53571,                0.65126,                0.36504,                0.68392,                    0.5,                0.59319,                0.22259,               0.046069,               0.047451,               0.010363,                      0,                0.00665,                0.00665,                0.00665
                    337,               0.063418,               0.031513,               0.013454,                      0,                 0.8144,                0.62724,                0.66894,                0.37035,                0.71147,                0.57143,                0.58168,                0.28343,               0.047762,               0.049294,               0.010454,                      0,                0.00664,                0.00664,                0.00664
                    338,               0.063624,               0.026071,               0.012487,                      0,                0.81133,                0.64286,                0.65953,                 0.3961,                0.76493,                0.60714,                0.61696,                0.26795,               0.047922,               0.045503,               0.010326,                      0,                0.00663,                0.00663,                0.00663
                    339,               0.070931,               0.027962,               0.012007,                      0,                  0.806,                0.57143,                0.65657,                 0.3596,                0.78326,                0.53571,                0.57288,                0.22476,               0.053829,                0.04572,               0.010019,                      0,                0.00662,                0.00662,                0.00662
                    340,               0.063277,               0.026651,               0.011915,                      0,                0.96269,                    0.5,                0.63451,                0.36084,                0.89316,                0.46429,                 0.5719,                 0.2636,               0.050665,               0.049546,              0.0098614,                      0,                0.00661,                0.00661,                0.00661
                    341,                0.06809,               0.029648,               0.011714,                      0,                0.93676,                0.52938,                 0.6338,                0.28642,                0.87377,                0.49472,                0.56343,                0.20736,               0.056088,               0.054738,              0.0092632,                      0,                 0.0066,                 0.0066,                 0.0066
                    342,                0.06129,               0.027111,               0.011327,                      0,                0.85782,                    0.5,                0.60016,                0.32581,                0.79654,                0.46429,                0.53237,                0.25548,               0.049864,               0.053274,               0.010505,                      0,                0.00659,                0.00659,                0.00659
                    343,               0.055324,                0.02439,               0.011603,                      0,                0.91191,                    0.5,                0.59072,                0.28036,                0.84678,                0.46429,                0.56096,                 0.2978,               0.051848,               0.058855,               0.012652,                      0,                0.00658,                0.00658,                0.00658
                    344,               0.059433,               0.027947,               0.013845,                      0,                 0.8297,                    0.5,                0.61187,                0.29425,                0.75672,                0.46429,                0.56274,                  0.281,               0.050491,               0.054162,               0.012489,                      0,                0.00657,                0.00657,                0.00657
                    345,               0.072034,               0.029289,               0.016407,                      0,                0.80153,                0.57717,                0.68861,                0.37613,                0.75391,                0.54743,                0.62159,                0.31747,               0.046856,               0.047643,               0.009848,                      0,                0.00656,                0.00656,                0.00656
                    346,               0.069874,                0.02721,               0.013788,                      0,                0.69812,                0.67857,                0.63569,                0.36569,                0.66029,                0.64286,                0.56636,                 0.3114,               0.047903,               0.047318,              0.0099148,                      0,                0.00655,                0.00655,                0.00655
                    347,                0.05772,               0.020648,               0.011238,                      0,                0.57638,                 0.5834,                0.58181,                0.33637,                0.54166,                0.54898,                0.50915,                0.24829,               0.051676,               0.048581,                0.01007,                      0,                0.00654,                0.00654,                0.00654
                    348,               0.059951,               0.027167,               0.012006,                      0,                0.57903,                0.64286,                0.59683,                0.33563,                0.57903,                0.64286,                0.59708,                0.26133,               0.047245,               0.045927,               0.010259,                      0,                0.00653,                0.00653,                0.00653
                    349,               0.056284,                0.02014,               0.010936,                      0,                0.80247,                    0.5,                0.59428,                 0.2878,                0.74454,                0.46429,                0.52505,                0.27429,                0.05129,               0.048503,               0.010139,                      0,                0.00652,                0.00652,                0.00652
                    350,               0.067595,               0.025643,               0.013702,                      0,                0.78192,                0.51265,                0.63247,                0.35271,                0.73153,                0.48703,                0.56569,                0.24393,               0.047112,               0.047099,               0.009549,                      0,                0.00651,                0.00651,                0.00651
                    351,               0.067006,                0.02415,               0.012314,                      0,                0.86677,                    0.5,                0.62729,                0.33091,                0.80085,                0.46429,                0.56514,                0.27046,               0.047695,               0.046106,               0.010027,                      0,                 0.0065,                 0.0065,                 0.0065
                    352,               0.070768,               0.021191,               0.010176,                      0,                 0.8777,                0.53571,                0.61394,                0.33106,                0.81814,                    0.5,                0.55106,                0.30234,               0.048265,               0.047251,              0.0099735,                      0,                0.00649,                0.00649,                0.00649
                    353,               0.068101,                0.02411,               0.011059,                      0,                0.94023,                0.56224,                0.68723,                 0.3429,                0.88064,                0.52739,                0.64273,                0.31038,               0.048035,               0.044208,              0.0090202,                      0,                0.00648,                0.00648,                0.00648
                    354,               0.052306,               0.021934,              0.0093066,                      0,                0.91159,                0.53571,                0.68277,                0.38373,                0.91159,                0.53571,                0.68257,                0.33101,               0.047321,               0.043884,              0.0094128,                      0,                0.00647,                0.00647,                0.00647
                    355,               0.061214,               0.028285,               0.012651,                      0,                0.77731,                0.67857,                0.72117,                0.39598,                0.72037,                   0.75,                0.68475,                0.33054,               0.044946,               0.042289,              0.0085796,                      0,                0.00646,                0.00646,                0.00646
                    356,               0.060662,               0.025791,              0.0098749,                      0,                0.74442,                0.67857,                0.71661,                0.37115,                0.74442,                0.67857,                0.71612,                0.36592,               0.044502,               0.042684,              0.0090336,                      0,                0.00645,                0.00645,                0.00645
                    357,               0.055124,               0.026022,              0.0096273,                      0,                0.68377,                0.69533,                0.71022,                0.36961,                0.64949,                 0.6621,                0.64438,                0.37592,               0.044504,               0.044791,              0.0094261,                      0,                0.00644,                0.00644,                0.00644
                    358,               0.061848,               0.026291,               0.010749,                      0,                0.65955,                0.64286,                0.66617,                0.27874,                0.65955,                0.64286,                0.66512,                0.37634,               0.049643,               0.042844,               0.010152,                      0,                0.00643,                0.00643,                0.00643
                    359,               0.053585,               0.025302,               0.010521,                      0,                0.71965,                0.60714,                0.69509,                0.32103,                0.71965,                0.60714,                0.69345,                0.37837,               0.046982,               0.046106,              0.0094795,                      0,                0.00642,                0.00642,                0.00642
                    360,               0.062756,               0.023923,               0.011068,                      0,                0.71023,                0.60714,                0.66812,                0.32478,                0.64416,                0.58215,                0.60919,                0.34825,               0.046058,               0.046987,               0.010123,                      0,                0.00641,                0.00641,                0.00641
                    361,               0.062466,               0.026547,               0.011942,                      0,                0.62977,                0.60751,                0.67224,                0.34572,                0.59771,                  0.584,                0.61179,                0.35396,               0.045767,               0.046507,               0.010062,                      0,                 0.0064,                 0.0064,                 0.0064
                    362,               0.068427,               0.030815,               0.016495,                      0,                0.65709,                0.61618,                0.66221,                0.33104,                0.58306,                0.54971,                0.56084,                0.25661,               0.045454,               0.046734,               0.010313,                      0,                0.00639,                0.00639,                0.00639
                    363,               0.069912,               0.026902,                0.01347,                      0,                0.60233,                0.53571,                0.52555,                0.23689,                0.48597,                0.32143,                0.28769,                0.11417,               0.057019,               0.054371,               0.010972,                      0,                0.00638,                0.00638,                0.00638
                    364,                0.07002,                0.02565,               0.012406,                      0,                0.46465,                0.28571,                0.23038,                0.11644,                0.35173,                0.21429,                0.16566,               0.061078,               0.079177,               0.076594,               0.015728,                      0,                0.00637,                0.00637,                0.00637
                    365,               0.069898,               0.029896,               0.013658,                      0,                0.69857,                0.35714,                0.38333,                0.17741,                0.53329,                0.28571,                0.26815,                0.10741,                0.06381,                0.06236,                0.01329,                      0,                0.00636,                0.00636,                0.00636
                    366,               0.061938,               0.026031,               0.012807,                      0,                0.54906,                    0.5,                 0.4768,                0.25365,                 0.5099,                0.40912,                0.38545,                0.13591,               0.056351,               0.054474,               0.012019,                      0,                0.00635,                0.00635,                0.00635
                    367,               0.062178,               0.028813,               0.012139,                      0,                0.55411,                0.48853,                0.47922,                0.25376,                0.51593,                0.42857,                0.39814,                0.17623,               0.055521,                0.05537,               0.011528,                      0,                0.00634,                0.00634,                0.00634
                    368,               0.070188,               0.023878,               0.010843,                      0,                0.80864,                0.35714,                0.45216,                0.24773,                0.72482,                0.32143,                0.37038,                 0.1796,               0.057415,               0.059295,                0.01211,                      0,                0.00633,                0.00633,                0.00633
                    369,               0.062548,               0.027489,              0.0099498,                      0,                 0.7133,                0.53326,                0.61763,                0.35483,                 0.6662,                0.49899,                 0.5593,                0.25138,               0.047575,               0.047558,               0.010241,                      0,                0.00632,                0.00632,                0.00632
                    370,               0.067395,               0.031478,               0.014706,                      0,                0.91908,                0.42857,                0.56993,                0.31823,                0.91908,                0.42857,                0.57838,                0.24656,               0.047109,               0.047062,               0.010911,                      0,                0.00631,                0.00631,                0.00631
                    371,               0.064952,               0.030025,                0.01262,                      0,                0.89054,                0.39286,                0.44113,                0.21375,                 0.7732,                0.32143,                0.34245,                0.16295,               0.057064,               0.063013,               0.012094,                      0,                 0.0063,                 0.0063,                 0.0063
                    372,               0.062082,               0.023442,                0.01284,                      0,                0.78454,                0.39286,                0.43994,                0.23392,                0.71322,                0.35714,                0.37423,                0.20113,               0.054264,                0.05888,                0.01242,                      0,                0.00629,                0.00629,                0.00629
                    373,               0.061909,               0.023128,               0.010325,                      0,                0.86388,                0.45385,                0.56079,                0.34428,                0.86388,                0.45385,                0.57755,                0.30206,               0.047789,               0.043094,               0.010815,                      0,                0.00628,                0.00628,                0.00628
                    374,               0.059942,               0.029206,               0.012761,                      0,                0.84372,                0.57143,                0.73522,                0.41428,                0.84372,                0.57143,                0.73522,                0.31352,               0.046059,               0.040956,              0.0089294,                      0,                0.00627,                0.00627,                0.00627
                    375,                0.06908,               0.025225,               0.013323,                      0,                0.68688,                0.70533,                0.68825,                0.38335,                0.68888,                0.71178,                 0.7153,                0.36201,               0.045022,               0.042646,              0.0093033,                      0,                0.00626,                0.00626,                0.00626
                    376,               0.059231,               0.023956,                0.01097,                      0,                0.72576,                0.66194,                0.69836,                0.39453,                0.72576,                0.66194,                0.69834,                0.34691,               0.045943,               0.043287,              0.0090389,                      0,                0.00625,                0.00625,                0.00625
                    377,               0.065626,               0.031622,               0.015344,                      0,                0.76115,                0.64286,                0.70912,                0.38094,                0.71453,                0.60714,                0.65586,                0.34669,               0.045443,               0.044509,              0.0093807,                      0,                0.00624,                0.00624,                0.00624
                    378,               0.059939,               0.022914,               0.012921,                      0,                0.64756,                0.60714,                0.62738,                0.35407,                0.68698,                0.64286,                0.65727,                0.37158,               0.048025,               0.044328,                0.01019,                      0,                0.00623,                0.00623,                0.00623
                    379,               0.059592,                0.02474,                0.01187,                      0,                0.72203,                0.71429,                0.69765,                0.32359,                0.68593,                0.67857,                0.63917,                0.31026,               0.047001,               0.046941,               0.009613,                      0,                0.00622,                0.00622,                0.00622
                    380,               0.065087,               0.026487,               0.012996,                      0,                0.65143,                0.73449,                0.70088,                0.38146,                0.61975,                0.69877,                0.63924,                0.31333,               0.044643,               0.045048,              0.0093513,                      0,                0.00621,                0.00621,                0.00621
                    381,               0.070482,                0.03034,               0.012395,                      0,                0.71669,                0.64286,                0.70794,                0.37517,                0.67587,                0.60714,                0.64371,                 0.3088,               0.044386,               0.044289,              0.0090216,                      0,                 0.0062,                 0.0062,                 0.0062
                    382,               0.071697,               0.026734,               0.013026,                      0,                0.75376,                0.67857,                0.73922,                0.37344,                0.71366,                0.64286,                0.70023,                0.29873,               0.044145,                 0.0421,              0.0086063,                      0,                0.00619,                0.00619,                0.00619
                    383,               0.058944,               0.022369,               0.011225,                      0,                0.81601,                0.71429,                 0.7396,                0.36662,                0.81601,                0.71429,                 0.7396,                0.32283,                0.04442,               0.041713,              0.0091484,                      0,                0.00618,                0.00618,                0.00618
                    384,               0.059921,               0.029998,               0.013157,                      0,                0.78221,                0.67857,                0.70996,                 0.3855,                0.78221,                0.67857,                0.73724,                0.30377,               0.042188,               0.041375,              0.0095409,                      0,                0.00617,                0.00617,                0.00617
                    385,               0.067356,               0.027049,                0.01063,                      0,                0.77255,                0.67857,                0.69765,                0.36605,                0.72882,                0.64286,                  0.618,                0.27668,               0.043772,               0.044984,                0.01063,                      0,                0.00616,                0.00616,                0.00616
                    386,               0.054755,                0.02678,               0.011264,                      0,                0.72058,                0.64479,                0.68771,                0.40745,                0.72058,                0.64479,                0.70753,                0.39028,               0.043132,               0.045391,               0.010382,                      0,                0.00615,                0.00615,                0.00615
                    387,               0.061182,               0.028811,               0.011478,                      0,                0.73794,                0.60355,                0.67009,                0.34781,                0.67856,                0.57143,                0.61985,                0.29912,               0.046066,               0.050168,              0.0096478,                      0,                0.00614,                0.00614,                0.00614
                    388,               0.066149,               0.030663,               0.011341,                      0,                0.56143,                0.67857,                 0.6388,                0.37713,                0.52866,                0.64286,                0.58418,                0.33452,               0.044726,                0.05301,               0.010136,                      0,                0.00613,                0.00613,                0.00613
                    389,               0.066833,               0.025648,               0.010168,                      0,                0.64601,                0.65199,                0.63866,                0.37337,                 0.5826,                0.60714,                0.50993,                0.21019,               0.045871,               0.050038,                0.01106,                      0,                0.00612,                0.00612,                0.00612
                    390,               0.059782,               0.024835,               0.010583,                      0,                0.79351,                0.60714,                0.66515,                 0.3993,                0.79351,                0.60714,                0.67283,                0.29702,               0.045514,                0.04779,              0.0099415,                      0,                0.00611,                0.00611,                0.00611
                    391,               0.060297,               0.028273,               0.012268,                      0,                0.73825,                0.60714,                0.68262,                0.35399,                 0.6943,                0.57143,                0.59752,                 0.2372,               0.044616,               0.043913,              0.0098721,                      0,                 0.0061,                 0.0061,                 0.0061
                    392,               0.063676,               0.033484,               0.014814,                      0,                0.62299,                0.67857,                0.63872,                0.33306,                0.58964,                0.64286,                0.56064,                  0.225,               0.044765,               0.043355,              0.0099709,                      0,                0.00609,                0.00609,                0.00609
                    393,               0.072923,               0.033898,               0.014808,                      0,                0.66359,                0.60714,                0.65739,                0.38225,                0.66359,                0.60714,                0.65739,                0.28254,               0.043374,               0.042708,                0.01023,                      0,                0.00608,                0.00608,                0.00608
                    394,               0.055988,               0.025792,               0.012049,                      0,                0.70252,                0.59078,                0.67218,                0.38511,                0.70252,                0.59078,                0.67186,                0.34319,                0.04389,               0.046788,              0.0099121,                      0,                0.00607,                0.00607,                0.00607
                    395,               0.078413,               0.029089,               0.014586,                      0,                0.76215,                0.53571,                0.66097,                0.36778,                0.76215,                0.53571,                0.66097,                0.36797,                0.04521,               0.045908,               0.010099,                      0,                0.00606,                0.00606,                0.00606
                    396,               0.066491,               0.026649,               0.013664,                      0,                0.80237,                0.53571,                0.67083,                0.38903,                 0.5638,                0.64286,                 0.5986,                0.26776,               0.046018,               0.043585,              0.0093861,                      0,                0.00605,                0.00605,                0.00605
                    397,               0.056349,               0.023441,               0.011165,                      0,                0.80832,                0.60262,                 0.6434,                0.38256,                0.73777,                0.57143,                0.63069,                0.31809,               0.044961,               0.045772,              0.0098907,                      0,                0.00604,                0.00604,                0.00604
                    398,               0.060201,               0.027376,                0.01078,                      0,                0.79256,                0.60714,                0.63865,                0.35201,                0.79256,                0.60714,                0.65241,                0.28092,                0.04623,               0.051359,              0.0097359,                      0,                0.00603,                0.00603,                0.00603
                    399,               0.060701,               0.023389,               0.012284,                      0,                0.71687,                0.57143,                 0.5831,                0.35335,                 0.6328,                    0.5,                0.48331,                 0.2798,                0.04863,               0.058826,               0.010863,                      0,                0.00602,                0.00602,                0.00602
                    400,               0.062518,                0.02439,               0.010381,                      0,                0.56431,                0.55542,                0.55766,                0.30948,                0.53153,                0.52703,                0.49389,                0.28138,               0.051404,               0.056187,               0.010654,                      0,                0.00601,                0.00601,                0.00601
                    401,               0.064051,               0.027049,               0.014429,                      0,                0.64452,                0.60714,                0.55764,                0.28377,                0.56737,                0.53571,                0.45047,                0.20738,               0.052566,               0.056074,               0.010419,                      0,                  0.006,                  0.006,                  0.006
                    402,               0.061765,               0.023181,               0.010088,                      0,                0.87591,                0.32143,                0.43535,                0.27075,                0.77466,                0.28571,                0.35346,                0.23141,               0.053588,               0.059275,               0.011747,                      0,                0.00599,                0.00599,                0.00599
                    403,               0.067582,               0.026425,               0.012371,                      0,                0.88775,                0.32143,                 0.4298,                0.19168,                0.78786,                0.28571,                0.32631,                0.15508,               0.065522,               0.063101,               0.012185,                      0,                0.00598,                0.00598,                0.00598
                    404,               0.060368,               0.023264,               0.009749,                      0,                 0.8083,                0.28571,                0.37289,                0.18667,                 0.7097,                 0.2627,                0.28774,                0.14509,               0.064371,               0.064986,               0.012897,                      0,                0.00597,                0.00597,                0.00597
                    405,               0.064907,                0.02659,               0.011172,                      0,                0.72753,                0.53571,                0.56987,                0.31729,                0.62037,                0.46429,                0.44238,                 0.2376,               0.050248,               0.047976,               0.010796,                      0,                0.00596,                0.00596,                0.00596
                    406,               0.067677,               0.018494,               0.010169,                      0,                0.80903,                0.42857,                0.52436,                0.25224,                0.73433,                0.39286,                0.44662,                0.20653,               0.056068,               0.050312,               0.011036,                      0,                0.00595,                0.00595,                0.00595
                    407,                0.05972,               0.021606,               0.012029,                      0,                0.91398,                 0.3802,                0.47526,                0.27774,                0.82816,                0.34495,                 0.4024,                0.22562,               0.056592,               0.049776,               0.011498,                      0,                0.00594,                0.00594,                0.00594
                    408,               0.061656,                0.02426,               0.011284,                      0,                0.58755,                0.28571,                0.29575,                0.17054,                0.50651,                   0.25,                0.25137,                0.14616,               0.068626,               0.063739,               0.013124,                      0,                0.00593,                0.00593,                0.00593
                    409,               0.064715,               0.024647,               0.014138,                      0,                0.63311,                0.35714,                 0.3899,                0.21667,                0.53014,                 0.3629,                0.32564,                0.17245,               0.062587,               0.060376,               0.012075,                      0,                0.00592,                0.00592,                0.00592
                    410,               0.066801,                0.02467,               0.011954,                      0,                0.76282,                0.45971,                0.47974,                 0.2689,                0.70434,                0.42557,                0.39725,                0.22536,               0.053457,               0.051004,               0.011423,                      0,                0.00591,                0.00591,                0.00591
